xdes, ydes, zdes, vxdes, vydes, vzdes, phides, thetades, psides, x, y, z, vx, vy, vz, phi, theta, psi
0, 0, 0, 0, 0, 0, 0.000121733, 8.08728e-05, -0.308502, -7.39895e-05, -1.14086e-05, -9.26673e-05, -0.000221574, -0.000105864, -0.000766956, -0.0194424, -0.00551487, 0.0975542
0, 0, 0, 0, 0, 0, 0.000108034, -1.71465e-05, -0.308598, -7.39895e-05, -1.14086e-05, -9.26673e-05, -0.000221574, -0.000105864, -0.000766956, -0.0194424, -0.00551487, 0.0975542
0, 0, 0, 0, 0, 0, 3.58306e-05, -0.000119126, -0.308496, -9.01519e-05, 4.54762e-07, -0.000108912, -0.00039526, -9.69445e-06, -0.000845975, -0.019477, -0.00559691, 0.0976296
0, 0, 0, 0, 0, 0, -1.48674e-05, -0.000191243, -0.308734, -0.000105892, 1.45508e-05, -0.000126022, -0.000499029, 0.000223356, -0.000989793, -0.0194443, -0.00561356, 0.0976333
0, 0, 0, 0, 0, 0, -1.48674e-05, -0.000191243, -0.308734, -0.000119235, 3.31705e-05, -0.000141347, -0.000469004, 0.000571607, -0.0010466, -0.0195412, -0.00561824, 0.097683
0, 0, 0, 0, 0, 0, -0.000119532, -0.000228999, -0.308746, -0.000127599, 5.89326e-05, -0.0001567, -0.000276765, 0.00107189, -0.00111118, -0.0194892, -0.00553332, 0.0976451
0, 0, 0, 0, 0, 0, -0.000267405, -0.000206397, -0.308903, -0.000136064, 8.67258e-05, -0.000171354, -0.000236548, 0.00134652, -0.00115661, -0.0195278, -0.00557255, 0.0977199
0, 0, 0, 0, 0, 0, -0.000473159, -0.000109436, -0.308783, -0.000143747, 0.000106615, -0.000177875, -0.000200489, 0.00114682, -0.000926191, -0.0195136, -0.00556569, 0.0977147
0, 0, 0, 0, 0, 0, -0.00059323, -8.37331e-05, -0.30902, -0.000150481, 0.00012097, -0.000178545, -0.000148443, 0.000898602, -0.000697422, -0.0195367, -0.00557971, 0.0977027
0, 0, 0, 0, 0, 0, -0.000516635, -7.88287e-05, -0.309003, -0.000156843, 0.000130097, -0.000177843, -0.000152723, 0.000696436, -0.000665792, -0.0195293, -0.00557576, 0.0977703
0, 0, 0, 0, 0, 0, -0.000417699, -6.91933e-05, -0.308965, -0.000163, 0.000130078, -0.000175406, -0.000185146, 0.000301173, -0.000639222, -0.0195611, -0.0055494, 0.0977598
